id,date,team1Id,team2Id,result,mvpPlayerId,durationMinutes,heroPicks
1febfb21-d66f-44bd-8374-753d1f2c188d,2026-05-27,efa5800a-82ae-477a-b413-b1857d78c43e,cd58412a-6db8-4ceb-80f8-fe1872722198,WIN,d6ff4e2c-6de9-46ab-837d-53b43649a467,24,bb1e7f12-405d-4781-b8d4-f1d55da36a48:25fe5fc9-97f9-4c58-a8ef-49ef7ee1c3c5;ce948502-f41c-491d-a0bf-32a14f48d97e:2b7b323c-441c-4046-892e-46280fe0f8c1;d6ff4e2c-6de9-46ab-837d-53b43649a467:3ff64455-d182-4fcc-b677-ec018cca7abb;6472f4d3-4bb0-4201-b390-05de8bf74a66:3fc54e18-a306-4ae3-bf1d-1291b264b01e;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:728ff963-1b7b-4621-8ec3-666025ee42a8;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:28b9976c-666a-4a9a-8be7-480e7926172f
67d8cc86-2275-4724-8e60-af221c01ebe1,2026-05-07,efa5800a-82ae-477a-b413-b1857d78c43e,cd58412a-6db8-4ceb-80f8-fe1872722198,LOSE,6472f4d3-4bb0-4201-b390-05de8bf74a66,23,bb1e7f12-405d-4781-b8d4-f1d55da36a48:728ff963-1b7b-4621-8ec3-666025ee42a8;ce948502-f41c-491d-a0bf-32a14f48d97e:3ff64455-d182-4fcc-b677-ec018cca7abb;d6ff4e2c-6de9-46ab-837d-53b43649a467:c6fc98ba-9a5f-4ac4-8519-24513dd0e5ca;6472f4d3-4bb0-4201-b390-05de8bf74a66:e1e6d97c-378e-4b4c-b4b8-2acf3dd94f26;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:28b9976c-666a-4a9a-8be7-480e7926172f;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:260f1fa0-fcad-4d2d-8f06-cc79aac9bb07
34159a8b-cfa0-4eec-a2d3-5ff164ef0baf,2026-05-25,efa5800a-82ae-477a-b413-b1857d78c43e,cd58412a-6db8-4ceb-80f8-fe1872722198,WIN,0bc9e53a-3a8f-45f5-9635-a0968ace9d1d,26,bb1e7f12-405d-4781-b8d4-f1d55da36a48:d6008969-b2b5-4406-9542-be37a4556a36;ce948502-f41c-491d-a0bf-32a14f48d97e:2b7b323c-441c-4046-892e-46280fe0f8c1;d6ff4e2c-6de9-46ab-837d-53b43649a467:2b7b323c-441c-4046-892e-46280fe0f8c1;6472f4d3-4bb0-4201-b390-05de8bf74a66:728ff963-1b7b-4621-8ec3-666025ee42a8;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:260f1fa0-fcad-4d2d-8f06-cc79aac9bb07;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:28b9976c-666a-4a9a-8be7-480e7926172f
eb90d321-8047-4e9d-99f5-82ebd4d47751,2026-05-11,efa5800a-82ae-477a-b413-b1857d78c43e,cd58412a-6db8-4ceb-80f8-fe1872722198,WIN,d6ff4e2c-6de9-46ab-837d-53b43649a467,20,bb1e7f12-405d-4781-b8d4-f1d55da36a48:e1e6d97c-378e-4b4c-b4b8-2acf3dd94f26;ce948502-f41c-491d-a0bf-32a14f48d97e:28b9976c-666a-4a9a-8be7-480e7926172f;d6ff4e2c-6de9-46ab-837d-53b43649a467:fc83f13d-a8f3-4f0e-9103-27b565d6c4cf;6472f4d3-4bb0-4201-b390-05de8bf74a66:3fc54e18-a306-4ae3-bf1d-1291b264b01e;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:728ff963-1b7b-4621-8ec3-666025ee42a8;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:260f1fa0-fcad-4d2d-8f06-cc79aac9bb07
5dffe881-0286-4cdc-b7ef-df99b6de1019,2026-05-23,cd58412a-6db8-4ceb-80f8-fe1872722198,50c9dac0-687b-4025-b1a6-5efc7012f058,LOSE,6fff5a00-20da-42ec-80e7-290ba7c09ae5,28,6fff5a00-20da-42ec-80e7-290ba7c09ae5:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;bb1e7f12-405d-4781-b8d4-f1d55da36a48:25fe5fc9-97f9-4c58-a8ef-49ef7ee1c3c5;ce948502-f41c-491d-a0bf-32a14f48d97e:3ff64455-d182-4fcc-b677-ec018cca7abb;6472f4d3-4bb0-4201-b390-05de8bf74a66:3fc54e18-a306-4ae3-bf1d-1291b264b01e;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:fc83f13d-a8f3-4f0e-9103-27b565d6c4cf;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:0c6c55d9-1963-464b-8678-1607af1503a0;88a43873-023f-4b92-b043-407c830cc0c4:c6fc98ba-9a5f-4ac4-8519-24513dd0e5ca
f2c44d42-db74-42f9-ba0c-cf59f03eb3ac,2026-05-11,cd58412a-6db8-4ceb-80f8-fe1872722198,50c9dac0-687b-4025-b1a6-5efc7012f058,WIN,ce948502-f41c-491d-a0bf-32a14f48d97e,22,6fff5a00-20da-42ec-80e7-290ba7c09ae5:7545bd67-3373-4597-abd7-22671420586d;bb1e7f12-405d-4781-b8d4-f1d55da36a48:728ff963-1b7b-4621-8ec3-666025ee42a8;ce948502-f41c-491d-a0bf-32a14f48d97e:2b7b323c-441c-4046-892e-46280fe0f8c1;6472f4d3-4bb0-4201-b390-05de8bf74a66:e1e6d97c-378e-4b4c-b4b8-2acf3dd94f26;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:3451be5d-6d13-4f54-ac4f-ce8aedf64dc8;88a43873-023f-4b92-b043-407c830cc0c4:3ff64455-d182-4fcc-b677-ec018cca7abb
39e5a998-5226-4b8d-a3d5-203e5b0a7cef,2026-05-15,cd58412a-6db8-4ceb-80f8-fe1872722198,50c9dac0-687b-4025-b1a6-5efc7012f058,LOSE,a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f,25,6fff5a00-20da-42ec-80e7-290ba7c09ae5:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;bb1e7f12-405d-4781-b8d4-f1d55da36a48:d6008969-b2b5-4406-9542-be37a4556a36;ce948502-f41c-491d-a0bf-32a14f48d97e:28b9976c-666a-4a9a-8be7-480e7926172f;6472f4d3-4bb0-4201-b390-05de8bf74a66:728ff963-1b7b-4621-8ec3-666025ee42a8;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:3451be5d-6d13-4f54-ac4f-ce8aedf64dc8;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:0c6c55d9-1963-464b-8678-1607af1503a0;88a43873-023f-4b92-b043-407c830cc0c4:c6fc98ba-9a5f-4ac4-8519-24513dd0e5ca
060dde85-56bd-4e2c-b2d0-b4583c7cb8de,2026-05-15,50c9dac0-687b-4025-b1a6-5efc7012f058,efa5800a-82ae-477a-b413-b1857d78c43e,WIN,6fff5a00-20da-42ec-80e7-290ba7c09ae5,23,6fff5a00-20da-42ec-80e7-290ba7c09ae5:fc83f13d-a8f3-4f0e-9103-27b565d6c4cf;d6ff4e2c-6de9-46ab-837d-53b43649a467:c6fc98ba-9a5f-4ac4-8519-24513dd0e5ca;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:0c6c55d9-1963-464b-8678-1607af1503a0;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:728ff963-1b7b-4621-8ec3-666025ee42a8;88a43873-023f-4b92-b043-407c830cc0c4:3ff64455-d182-4fcc-b677-ec018cca7abb;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:28b9976c-666a-4a9a-8be7-480e7926172f
eaca5225-a813-4c11-ab52-c1c9b88c6e5b,2026-05-23,50c9dac0-687b-4025-b1a6-5efc7012f058,efa5800a-82ae-477a-b413-b1857d78c43e,LOSE,d6ff4e2c-6de9-46ab-837d-53b43649a467,22,6fff5a00-20da-42ec-80e7-290ba7c09ae5:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;d6ff4e2c-6de9-46ab-837d-53b43649a467:3ff64455-d182-4fcc-b677-ec018cca7abb;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:fc83f13d-a8f3-4f0e-9103-27b565d6c4cf;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:3451be5d-6d13-4f54-ac4f-ce8aedf64dc8;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:28b9976c-666a-4a9a-8be7-480e7926172f;88a43873-023f-4b92-b043-407c830cc0c4:c6fc98ba-9a5f-4ac4-8519-24513dd0e5ca;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:260f1fa0-fcad-4d2d-8f06-cc79aac9bb07
28cac1d8-f285-4749-8bd7-3cd59a6b8388,2026-05-19,50c9dac0-687b-4025-b1a6-5efc7012f058,efa5800a-82ae-477a-b413-b1857d78c43e,WIN,88a43873-023f-4b92-b043-407c830cc0c4,25,6fff5a00-20da-42ec-80e7-290ba7c09ae5:fc83f13d-a8f3-4f0e-9103-27b565d6c4cf;d6ff4e2c-6de9-46ab-837d-53b43649a467:2b7b323c-441c-4046-892e-46280fe0f8c1;db68838f-7f38-468b-8eab-b1f3a4e4d9ea:1adbb92f-5cf9-461a-9d47-3c24b0ca41ac;a4f18ac4-5b09-47f7-b8e6-2d0cfee2243f:0c6c55d9-1963-464b-8678-1607af1503a0;ff9d75ed-4f63-46c6-b3f9-2da34ed01136:260f1fa0-fcad-4d2d-8f06-cc79aac9bb07;88a43873-023f-4b92-b043-407c830cc0c4:3ff64455-d182-4fcc-b677-ec018cca7abb;0bc9e53a-3a8f-45f5-9635-a0968ace9d1d:28b9976c-666a-4a9a-8be7-480e7926172f
